"alpha","beta","D_compress","CRPS","Reliance","Pareto"
0.666934166559168,0.0014074910183987,362,0.305130042641116,94.0397297908865,TRUE
0.778399331616091,0.0014074910183987,374,0.409794443965718,95.5300057914567,TRUE
0.778399331616091,0.0014074910183987,380,0.433778637087247,97.0011856606137,TRUE
0.778399331616091,0.0014074910183987,316,0.391129754996472,94.979966738046,TRUE
0.57780656159858,0.0014074910183987,385,0.518141860993817,97.4326407471166,TRUE
0.761664319500067,0.00111546401200568,374,10,97.8882644890052,TRUE
