"alpha","beta","D_compress","sigma_sq","CRPS","Reliance","Pareto"
0.603193568102335,0.00111920939362608,253,0.0133106165525031,0.363169318562438,52.7083737495865,TRUE
0.731394120386038,0.188696149114037,381,0.0956648581172421,0.365888783328675,55.6772759996659,TRUE
0.603193568102335,0.00111920939362608,253,0.0133106165525031,0.364831887345386,54.7002850603377,TRUE
0.615627354875495,0.162833679550326,386,0.0941624513676065,0.367110127211249,63.9112302291537,TRUE
0.615627354875495,0.162833679550326,395,0.0941624513676065,0.367055525736378,63.4375595586569,TRUE
0.779747145807037,0.0867824180004265,378,0.092274233206953,0.364895033163571,54.9272352284075,TRUE
0.771266739259004,0.0743943485529065,365,0.0107592079246789,0.366002275092418,61.7683435594227,TRUE
0.453295472499879,0.147467923999671,379,0.0941624513676065,0.367287898413955,64.4469851811523,TRUE
0.814131358622848,0.162833679550326,382,0.0941624513676065,0.366365934722841,62.1455427640435,TRUE
